record_id,legacy_record_id,phase,phase_dir,country,conflict_name,event_id,derived_global_event_key,event_date,location,location_type,source_id,source_name,source_url,source_type,source_date,reliability_score,fatalities,injuries,missing,verification_status,confidence_level,derived_year,derived_month,derived_timeline_order,derived_is_aggregate,derived_missing_data_flag,derived_ambiguity_flag,derived_needs_review,citation_text,notes
2,evt_002,phase1_palestine,phase1_palestine,Palestine,Israeli-Palestinian conflict,EVT-002,phase1_palestine/EVT-002,2026-06-29,Al Mawasi area of Khan Younis,area,ocha_sitrep_3july,UN OCHA Humanitarian Situation Report | 3 July 2026,https://www.ochaopt.org/content/humanitarian-situation-report-3-july-2026,humanitarian report,2026-07-03,0.95,2,,,verified,high,2026,2026-06,41,false,false,false,false,OCHA reported that a mother and her baby daughter were killed in an airstrike in Al Mawasi; the strike reportedly destroyed tents for more than 150 families and damaged those of an additional 250 families.,OCHA reported that a mother and her baby daughter were killed in an airstrike in Al Mawasi; the strike reportedly destroyed tents for more than 150 families and damaged those of an additional 250 families.
4,evt_004,phase1_palestine,phase1_palestine,Palestine,Israeli-Palestinian conflict,EVT-004,phase1_palestine/EVT-004,2026-06-29,West Bank,territory,ocha_sitrep_3july,UN OCHA Humanitarian Situation Report | 3 July 2026,https://www.ochaopt.org/content/humanitarian-situation-report-3-july-2026,humanitarian report,2026-07-03,0.95,3,20,,verified,high,2026,2026-06,42,false,false,false,false,OCHA reported that Israeli forces killed three Palestinians (including one child) during raids and search operations in the West Bank between 23 and 29 June; about 20 Palestinians were injured.,OCHA reported that Israeli forces killed three Palestinians (including one child) during raids and search operations in the West Bank between 23 and 29 June; about 20 Palestinians were injured.
16,evt_016,phase1_palestine,phase1_palestine,Palestine,Israeli-Palestinian conflict,EVT-016,phase1_palestine/EVT-016,2026-06-29,Jalud village in Nablus governorate,community,ocha_sitrep_3july,UN OCHA Humanitarian Situation Report | 3 July 2026,https://www.ochaopt.org/content/humanitarian-situation-report-3-july-2026,humanitarian report,2026-07-03,0.95,,,,verified,high,2026,2026-06,43,false,true,false,false,"OCHA documented that on 29 June, Israeli settlers occupied an unfinished Palestinian house in Jalud village.","OCHA documented that on 29 June, Israeli settlers occupied an unfinished Palestinian house in Jalud village."
1,evt_001,phase1_palestine,phase1_palestine,Palestine,Israeli-Palestinian conflict,EVT-001,phase1_palestine/EVT-001,2026-06-30,Gaza Strip,territory,ocha_sitrep_3july,UN OCHA Humanitarian Situation Report | 3 July 2026,https://www.ochaopt.org/content/humanitarian-situation-report-3-july-2026,humanitarian report,2026-07-03,0.95,23,112,,verified,high,2026,2026-06,44,false,false,false,false,"OCHA reported 23 Palestinians killed, 1 body retrieved, 1 person died of wounds, and 112 injured between 24 and 30 June, citing MoH figures.","OCHA reported 23 Palestinians killed, 1 body retrieved, 1 person died of wounds, and 112 injured between 24 and 30 June, citing MoH figures."
19,evt_019,phase1_palestine,phase1_palestine,Palestine,Israeli-Palestinian conflict,EVT-019,phase1_palestine/EVT-019,2026-06-30,UNRWA Kalandia Training Centre (KTC) in East Jerusalem,school,ocha_sitrep_3july,UN OCHA Humanitarian Situation Report | 3 July 2026,https://www.ochaopt.org/content/humanitarian-situation-report-3-july-2026,humanitarian report,2026-07-03,0.95,,,,verified,high,2026,2026-06,45,false,true,false,false,"OCHA reported that on 30 June, Israeli forces forcibly entered the UNRWA Kalandia Training Centre, inspected premises, and informed staff that the vocational training facility providing free education to hundreds of students would be required to close; the UN condemned the breach of inviolability.","OCHA reported that on 30 June, Israeli forces forcibly entered the UNRWA Kalandia Training Centre, inspected premises, and informed staff that the vocational training facility providing free education to hundreds of students would be required to close; the UN condemned the breach of inviolability."
23,REC-P017,phase1_palestine,phase1_palestine,Palestine,Israel-Palestinian conflict,EVT-031,phase1_palestine/EVT-031,2026-06-30,West Bank including East Jerusalem (cumulative since 7 Oct 2023),West Bank-wide,SRC-P007,UNRWA,https://www.unrwa.org/resources/reports/unrwa-situation-report-229-humanitarian-crisis-gaza-strip-and-occupied-west-bank,situation report,2026-07-07,0.95,1109,0,0,verified,high,2026,2026-06,46,true,false,false,false,"Cumulative OCHA-recorded figure: 1,109 Palestinians (at least 243 of them children) killed in the West Bank including East Jerusalem between 7 October 2023 and 29 June 2026; 63 of these deaths occurred in 2026 alone. (Merged from phase1_new_events; original draft event_id EVT-017 renumbered.)","Cumulative OCHA-recorded figure: 1,109 Palestinians (at least 243 of them children) killed in the West Bank including East Jerusalem between 7 October 2023 and 29 June 2026; 63 of these deaths occurred in 2026 alone. (Merged from phase1_new_events; original draft event_id EVT-017 renumbered.)"
24,REC-P018,phase1_palestine,phase1_palestine,Palestine,Israeli-Palestinian conflict,EVT-032,phase1_palestine/EVT-032,2026-06-30,Gaza Strip (post-ceasefire cumulative),Gaza-wide,SRC-P007,UNRWA,https://www.unrwa.org/resources/reports/unrwa-situation-report-229-humanitarian-crisis-gaza-strip-and-occupied-west-bank,situation report,2026-07-07,0.95,1053,3406,0,verified,high,2026,2026-06,47,true,false,false,false,"Cumulative figure covering the period from the ceasefire announcement on 10 October 2025 through 30 June 2026: 1,053 fatalities and 3,406 injuries recorded from continued Israeli airstrikes, shelling, and gunfire despite the ceasefire. (Merged from phase1_new_events; original draft event_id EVT-018 renumbered.)","Cumulative figure covering the period from the ceasefire announcement on 10 October 2025 through 30 June 2026: 1,053 fatalities and 3,406 injuries recorded from continued Israeli airstrikes, shelling, and gunfire despite the ceasefire. (Merged from phase1_new_events; original draft event_id EVT-018 renumbered.)"
13,REC-S100,phase2_sudan,phase2_sudan,Sudan,Sudanese Civil Conflict,EVT-032,phase2_sudan/EVT-032,2026-07-01,Khartoum State,territory,unocha_sudan_hum2,UN OCHA Sudan Situation Report,https://www.unocha.org/sudan,humanitarian coordinator,2026-07-12,0.91,,,,estimated,medium,2026,2026-07,48,false,true,true,false,UN OCHA Sudan reported continued displacement and reports of civilian casualties in Khartoum amid renewed clashes; exact figures vary across sources.,UN OCHA Sudan reported continued displacement and reports of civilian casualties in Khartoum amid renewed clashes; exact figures vary across sources.
2,evt_021,phase2_sudan,phase2_sudan,Sudan,Sudanese Civil Conflict,EVT-021,phase2_sudan/EVT-021,2026-07-02,Al Obeid and displacement sites in North Kordofan,area,icrc_sudan,ICRC Sudan Operations and Humanitarian Response,https://www.icrc.org/en/where-we-work/sudan,humanitarian agency,2026-07-02,0.94,,,,verified,high,2026,2026-07,49,false,true,false,false,"ICRC reported that 42,000 people were assisted with a months worth of food across camps and urban settlements in Al Obeid; nutritional supplements distributed to over 7,000 children and pregnant and lactating women.","ICRC reported that 42,000 people were assisted with a months worth of food across camps and urban settlements in Al Obeid; nutritional supplements distributed to over 7,000 children and pregnant and lactating women."
27,REC-P021,phase1_palestine,phase1_palestine,Palestine,Israeli-Palestinian conflict,EVT-035,phase1_palestine/EVT-035,2026-07-03,Gaza Strip (shelter recovery),Gaza-wide,SRC-P007,UNRWA,https://www.unrwa.org/resources/reports/unrwa-situation-report-229-humanitarian-crisis-gaza-strip-and-occupied-west-bank,situation report,2026-07-07,0.95,0,0,0,verified,medium,2026,2026-07,50,true,false,false,false,"Aggregate shelter recovery figure: emergency repairs completed on 453 partially damaged homes in the reporting period, bringing the cumulative number of rehabilitated housing units to approximately 1,299 since the start of 2026. (Merged from phase1_new_events; original draft event_id EVT-021 renumbered.)","Aggregate shelter recovery figure: emergency repairs completed on 453 partially damaged homes in the reporting period, bringing the cumulative number of rehabilitated housing units to approximately 1,299 since the start of 2026. (Merged from phase1_new_events; original draft event_id EVT-021 renumbered.)"
22,REC-P016,phase1_palestine,phase1_palestine,Palestine,Israel-Palestinian conflict,EVT-030,phase1_palestine/EVT-030,2026-07-05,Gaza Strip (29 June-5 July reporting period),Gaza-wide,SRC-P006,OCHA oPt,https://www.ochaopt.org/content/humanitarian-situation-report-10-july-2026,situation report,2026-07-10,0.95,44,0,0,verified,medium,2026,2026-07,51,true,false,false,false,"Per Gaza Ministry of Health, 44 Palestinians were reported killed during the 29 June-5 July reporting period, including those who died of previous wounds. (Merged from phase1_new_events; original draft event_id EVT-016 renumbered.)","Per Gaza Ministry of Health, 44 Palestinians were reported killed during the 29 June-5 July reporting period, including those who died of previous wounds. (Merged from phase1_new_events; original draft event_id EVT-016 renumbered.)"
15,REC-S102,phase2_sudan,phase2_sudan,Sudan,Sudanese Civil Conflict,EVT-034,phase2_sudan/EVT-034,2026-07-05,Sudan (cholera outbreak),territory,who_sudan_health2,WHO Sudan Health Cluster,https://www.emro.who.int/sudan/,health agency,2026-07-12,0.93,,,,verified,high,2026,2026-07,52,false,true,false,false,WHO Sudan Health Cluster reported ongoing cholera transmission and strained health facilities across multiple states; surveillance and response activities continuing.,WHO Sudan Health Cluster reported ongoing cholera transmission and strained health facilities across multiple states; surveillance and response activities continuing.
21,REC-P015,phase1_palestine,phase1_palestine,Palestine,Israel-Palestinian conflict,EVT-029,phase1_palestine/EVT-029,2026-07-08,Kerem Shalom to Gaza warehouse route,access-restricted area,SRC-P006,OCHA oPt,https://www.ochaopt.org/content/humanitarian-situation-report-10-july-2026,situation report,2026-07-10,0.95,1,0,0,verified,high,2026,2026-07,53,false,false,false,false,"A driver working for a World Central Kitchen logistics partner was killed by Israeli forces while transporting aid goods within an access-restricted area, in a movement reportedly coordinated with Israeli authorities. (Merged from phase1_new_events; original draft event_id EVT-015 renumbered.)","A driver working for a World Central Kitchen logistics partner was killed by Israeli forces while transporting aid goods within an access-restricted area, in a movement reportedly coordinated with Israeli authorities. (Merged from phase1_new_events; original draft event_id EVT-015 renumbered.)"
12,evt_031,phase2_sudan,phase2_sudan,Sudan,Sudanese Civil Conflict,EVT-031,phase2_sudan/EVT-031,2026-07-08,North Darfur displacement cluster,area,acled_sudan_conf,ACLED Sudan Conflict Events Database,https://acleddata.com/,conflict event database,2026-07-12,0.89,,,,estimated,medium,2026,2026-07,54,false,true,true,false,ACLED recorded ongoing displacement movements in North Darfur with new IDP arrivals in Tawila and surrounding towns following renewed clashes.,ACLED recorded ongoing displacement movements in North Darfur with new IDP arrivals in Tawila and surrounding towns following renewed clashes.
25,REC-P019,phase1_palestine,phase1_palestine,Palestine,Israeli-Palestinian conflict,EVT-033,phase1_palestine/EVT-033,2026-07-10,"West Bank, near Ramallah (Israeli-staffed road gate)",checkpoint,SRC-P006,OCHA oPt,https://www.ochaopt.org/content/humanitarian-situation-report-10-july-2026,situation report,2026-07-10,0.95,1,0,0,verified,medium,2026,2026-07,55,false,false,false,false,"Transfer of a four-month-old Palestinian infant to hospital was delayed at an Israeli-staffed road gate near Ramallah, where movement restrictions have isolated roughly 12,000 Palestinians; the infant later died at the hospital. (Merged from phase1_new_events; original draft event_id EVT-019 renumbered.)","Transfer of a four-month-old Palestinian infant to hospital was delayed at an Israeli-staffed road gate near Ramallah, where movement restrictions have isolated roughly 12,000 Palestinians; the infant later died at the hospital. (Merged from phase1_new_events; original draft event_id EVT-019 renumbered.)"
16,REC-S103,phase2_sudan,phase2_sudan,Sudan,Sudanese Civil Conflict,EVT-035,phase2_sudan/EVT-035,2026-07-10,White Nile State,territory,unocha_sudan_hum2,UN OCHA Sudan Situation Report,https://www.unocha.org/sudan,humanitarian coordinator,2026-07-12,0.91,,,,estimated,medium,2026,2026-07,56,false,true,true,false,UN OCHA Sudan reported new displacement and access constraints in White Nile State affecting humanitarian response.,UN OCHA Sudan reported new displacement and access constraints in White Nile State affecting humanitarian response.
29,REC-P101,phase1_palestine,phase1_palestine,Palestine,Israeli-Palestinian conflict,EVT-037,phase1_palestine/EVT-037,2026-07-13,Gaza Strip,territory,SRC-P009,Gaza Ministry of Health (MoH),https://www.ochaopt.org/,government health authority,2026-07-13,0.90,73231,,,verified,medium,2026,2026-07,57,true,false,false,false,"AGGREGATE (cumulative, reported-by-MoH as of 13 Jul 2026): 73,231 Palestinians killed in Gaza since 7 Oct 2023. Recorded as aggregate; not a per-victim count.","AGGREGATE (cumulative, reported-by-MoH as of 13 Jul 2026): 73,231 Palestinians killed in Gaza since 7 Oct 2023. Recorded as aggregate; not a per-victim count."
